order_id,order_line_id,order_date,ship_date,customer_id,customer_tier,product_id,product_name,category,sub_category,store_id,store_name,suburb,state,postcode,fulfillment_channel,quantity,unit_price,discount_rate,shipping_cost,sales_amount,profit,return
ORD00003,4,45501,45505,CUST000142,Silver,POD58,Rose Cream,Beauty,Skincare,ST6,Melbourne Retail - Collingwood,Collingwood,VIC,3066,Pick up,42,90,0.07,0,3515.4,1247.4,FALSE
ORD00004,1,45479,45480,CUST00030,Silver,POD5,Wireless Mouse,Electronics,Computer Accessories,ST15,Melbourne Retail - St Kilda,St Kilda,VIC,3182,Pick up,45,100,0.07,0,4185,1485,FALSE
ORD00004,2,45475,45476,CUST000238,Bronze,POD12,Wi-Fi Range Extender,Electronics,Networking,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Online,95,40,0.06,50,3622,1332,FALSE
ORD00004,3,45972,45976,CUST000156,Gold,POD54,Repair Serum,Beauty,Serums & Treatments,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Online,65,80,0.07,50,4886,1756,FALSE
ORD00004,4,45660,45661,CUST000228,Gold,POD34,Cotton Throw Blanket,Home & Living,Bedding,ST6,Melbourne Retail - Collingwood,Collingwood,VIC,3066,Online,60,70,0.1,50,3830,1300,FALSE
ORD00005,1,45457,45458,CUST000108,Silver,POD38,Oak Side Table,Home & Living,Furniture,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,In Store,150,30,0.1,0,4050,1350,FALSE
ORD00005,2,45725,45727,CUST000111,Gold,POD21,Midi Dress,Apparel,Dresses,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,Pick up,95,50,0.1,0,4275,1425,FALSE
ORD00005,3,45631,45633,CUST00068,Platinum,POD2,Bluetooth Earbuds,Electronics,Audio Devices,ST15,Melbourne Retail - St Kilda,St Kilda,VIC,3182,In Store,90,60,0.15,0,4590,1350,FALSE
ORD00005,4,45310,45312,CUST000219,Silver,POD57,Shea Lotion,Beauty,Skincare,ST6,Melbourne Retail - Collingwood,Collingwood,VIC,3066,Pick up,40,100,0.15,0,3400,1000,FALSE
ORD00006,1,46003,46003,CUST000213,Silver,POD11,Wi-Fi Router,Electronics,Networking,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Pick up,160,25,0.05,0,3800,1400,FALSE
ORD00006,2,45850,45851,CUST000190,Bronze,POD28,Socks (5-Pack),Apparel,Accessories,ST17,Melbourne Retail - Footscray,Footscray,VIC,3011,Pick up,20,150,0.13,0,2610,810,FALSE
ORD00006,3,45584,45589,CUST00030,Bronze,POD26,Brown Belt,Apparel,Accessories,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Pick up,35,100,0.06,0,3290,1190,FALSE
ORD00006,4,45565,45565,CUST000202,Platinum,POD33,Cotton Bedsheet Set,Home & Living,Bedding,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,Pick up,95,60,0.14,0,4902,1482,TRUE
ORD00007,1,45600,45601,CUST000106,Gold,POD45,Scented Candle – Vanilla,Home & Living,Fragrance,ST18,Melbourne Retail - Sunshine,Sunshine,VIC,3020,Pick up,25,150,0.06,0,3525,1275,FALSE
ORD00007,2,45697,45698,CUST00031,Silver,POD20,High-Waist Jeans,Apparel,Bottoms,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,In Store,80,60,0.06,0,4512,1632,FALSE
ORD00007,3,45652,45652,CUST000179,Platinum,POD11,Wi-Fi Router,Electronics,Networking,ST5,Melbourne Retail - Fitzroy,Fitzroy,VIC,3065,Online,160,25,0.15,50,3450,1040,FALSE
ORD00007,4,45769,45774,CUST000211,Bronze,POD57,Shea Lotion,Beauty,Skincare,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,In Store,40,100,0.07,0,3720,1320,FALSE
ORD00008,1,45557,45557,CUST000180,Gold,POD31,Knife Set (5-Piece),Home & Living,Kitchen & Dining,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,In Store,85,70,0.15,0,5057.5,1487.5,FALSE
ORD00008,2,45683,45685,CUST00050,Bronze,POD59,Hydrating Conditioner,Beauty,Hair Care,ST12,Melbourne Retail - Doncaster,Doncaster,VIC,3108,Online,35,100,0.11,50,3165,1055,TRUE
ORD00008,3,45774,45778,CUST00029,Gold,POD33,Cotton Bedsheet Set,Home & Living,Bedding,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,In Store,95,60,0.08,0,5244,1824,FALSE
ORD00008,4,45563,45567,CUST00038,Platinum,POD47,Reed Diffuser – Citrus,Home & Living,Fragrance,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,In Store,30,100,0.15,0,2550,750,FALSE
ORD00009,1,45790,45791,CUST000170,Gold,POD64,Roll-On Deodorant,Beauty,Personal Care,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,Pick up,25,100,0.05,0,2375,875,FALSE
ORD00009,2,45894,45897,CUST000191,Bronze,POD15,Cotton T-Shirt,Apparel,Tops,ST2,Melbourne Retail - Southbank,Southbank,VIC,3006,In Store,25,150,0.06,0,3525,1275,FALSE
ORD00009,3,45639,45641,CUST00051,Gold,POD29,Ceramic Mug,Home & Living,Kitchen & Dining,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Online,15,200,0.1,50,2750,940,FALSE
ORD00009,4,45944,45948,CUST000121,Bronze,POD4,4K Monitor,Electronics,Computer Accessories,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Pick up,450,30,0.08,0,12420,4320,FALSE
ORD00010,1,45851,45854,CUST000122,Bronze,POD8,Lightning Cable,Electronics,Mobile Accessories,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Online,25,150,0.08,50,3500,1240,FALSE
ORD00010,2,45833,45836,CUST000152,Platinum,POD53,Eucalyptus Face Wash,Beauty,Skincare,ST5,Melbourne Retail - Fitzroy,Fitzroy,VIC,3065,Pick up,38,110,0.07,0,3887.4,1379.4,FALSE
ORD00010,3,45605,45607,CUST000184,Silver,POD11,Wi-Fi Router,Electronics,Networking,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,In Store,160,25,0.12,0,3520,1120,FALSE
ORD00010,4,45335,45338,CUST00026,Silver,POD16,Cotton Crew T-Shirt,Apparel,Tops,ST14,Melbourne Retail - Brunswick,Brunswick,VIC,3056,Online,28,140,0.15,50,3382,1020,FALSE
ORD00011,1,45336,45336,CUST00065,Bronze,POD12,Wi-Fi Range Extender,Electronics,Networking,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Online,95,40,0.1,50,3470,1180,FALSE
ORD00011,2,45932,45935,CUST00019,Platinum,POD9,Screen Protector,Electronics,Mobile Accessories,ST15,Melbourne Retail - St Kilda,St Kilda,VIC,3182,Pick up,15,200,0.06,0,2820,1020,FALSE
ORD00011,3,45372,45375,CUST00076,Silver,POD7,"Power Bank 10,000mAh",Electronics,Mobile Accessories,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,Online,60,80,0.15,50,4130,1240,FALSE
ORD00011,4,45951,45953,CUST000116,Platinum,POD66,Razor – 5 Blade,Beauty,Personal Care,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,Pick up,35,90,0.14,0,2709,819,FALSE
ORD00012,1,45540,45540,CUST000100,Bronze,POD58,Rose Cream,Beauty,Skincare,ST18,Melbourne Retail - Sunshine,Sunshine,VIC,3020,Online,42,90,0.05,50,3641,1363,FALSE
ORD00012,2,45966,45966,CUST00017,Silver,POD37,5-Tier Bookshelf,Home & Living,Furniture,ST6,Melbourne Retail - Collingwood,Collingwood,VIC,3066,Pick up,180,25,0.06,0,4230,1530,FALSE
ORD00012,3,45673,45677,CUST000158,Silver,POD5,Wireless Mouse,Electronics,Computer Accessories,ST3,Melbourne Retail - Docklands,Docklands,VIC,3008,Online,45,100,0.07,50,4235,1525,FALSE
ORD00012,4,45862,45862,CUST00032,Bronze,POD1,Wireless Headphones,Electronics,Audio Devices,ST12,Melbourne Retail - Doncaster,Doncaster,VIC,3108,Pick up,120,50,0.14,0,5160,1560,FALSE
ORD00013,1,45647,45649,CUST000230,Silver,POD59,Hydrating Conditioner,Beauty,Hair Care,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,Online,35,100,0.06,50,3340,1230,FALSE
ORD00013,2,45624,45626,CUST000142,Bronze,POD45,Scented Candle – Vanilla,Home & Living,Fragrance,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,In Store,25,150,0.07,0,3487.5,1237.5,FALSE
ORD00013,3,45634,45638,CUST00067,Silver,POD65,Electric Toothbrush,Beauty,Personal Care,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,Pick up,80,70,0.09,0,5096,1736,FALSE
ORD00013,4,45569,45570,CUST000207,Bronze,POD19,Chino Pants,Apparel,Bottoms,ST14,Melbourne Retail - Brunswick,Brunswick,VIC,3056,In Store,65,75,0.12,0,4290,1365,FALSE
ORD00014,1,45785,45786,CUST00038,Silver,POD41,Arc Floor Lamp,Home & Living,Lighting,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,In Store,130,40,0.14,0,4472,1352,FALSE
ORD00014,2,45410,45411,CUST000226,Platinum,POD53,Eucalyptus Face Wash,Beauty,Skincare,ST14,Melbourne Retail - Brunswick,Brunswick,VIC,3056,Pick up,38,110,0.1,0,3762,1254,FALSE
ORD00014,3,46009,46013,CUST000110,Bronze,POD13,LED Light Bulb,Electronics,Smart Home,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,Online,18,300,0.08,50,5018,1768,FALSE
ORD00014,4,45373,45378,CUST000230,Silver,POD17,Fleece Hoodie,Apparel,Tops,ST10,Melbourne Retail - Glen Waverley,Glen Waverley,VIC,3150,Online,60,90,0.11,50,4856,1606,FALSE
ORD00015,1,45759,45764,CUST000227,Gold,POD66,Razor – 5 Blade,Beauty,Personal Care,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,Pick up,35,90,0.07,0,2929.5,1039.5,FALSE
ORD00015,2,45296,45296,CUST000203,Platinum,POD11,Wi-Fi Router,Electronics,Networking,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Online,160,25,0.14,50,3490,1080,FALSE
ORD00015,3,45874,45877,CUST000134,Platinum,POD4,4K Monitor,Electronics,Computer Accessories,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,In Store,450,30,0.11,0,12015,3915,FALSE
ORD00015,4,45594,45597,CUST000148,Bronze,POD62,Argan Oil,Beauty,Hair Care,ST11,Melbourne Retail - Box Hill,Box Hill,VIC,3128,In Store,55,60,0.14,0,2838,858,TRUE
ORD00016,1,45837,45837,CUST000193,Bronze,POD49,Face Moisturiser,Beauty,Skincare,ST5,Melbourne Retail - Fitzroy,Fitzroy,VIC,3065,Online,45,100,0.07,50,4235,1525,FALSE
ORD00016,2,45846,45851,CUST00030,Bronze,POD16,Cotton Crew T-Shirt,Apparel,Tops,ST14,Melbourne Retail - Brunswick,Brunswick,VIC,3056,In Store,28,140,0.08,0,3606.4,1254.4,FALSE
ORD00016,3,45337,45338,CUST00040,Gold,POD40,LED Desk Lamp,Home & Living,Lighting,ST15,Melbourne Retail - St Kilda,St Kilda,VIC,3182,Online,60,80,0.09,50,4418,1528,FALSE
ORD00016,4,45742,45742,CUST000230,Bronze,POD60,Volumising Shampoo,Beauty,Hair Care,ST5,Melbourne Retail - Fitzroy,Fitzroy,VIC,3065,Online,38,90,0.12,50,3059.6,997.6,FALSE
ORD00017,1,45303,45303,CUST000119,Gold,POD34,Cotton Throw Blanket,Home & Living,Bedding,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,In Store,60,70,0.08,0,3864,1344,FALSE
ORD00017,2,45933,45933,CUST000216,Gold,POD32,Bamboo Cutting Board,Home & Living,Kitchen & Dining,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,In Store,30,100,0.08,0,2760,960,FALSE
ORD00017,3,45363,45367,CUST000238,Platinum,POD13,LED Light Bulb,Electronics,Smart Home,ST4,Melbourne Retail - Carlton,Carlton,VIC,3053,In Store,18,300,0.13,0,4698,1458,FALSE
ORD00017,4,45888,45892,CUST00041,Silver,POD9,Screen Protector,Electronics,Mobile Accessories,ST14,Melbourne Retail - Brunswick,Brunswick,VIC,3056,In Store,15,200,0.13,0,2610,810,FALSE
ORD00018,1,45612,45617,CUST000186,Silver,POD54,Repair Serum,Beauty,Serums & Treatments,ST6,Melbourne Retail - Collingwood,Collingwood,VIC,3066,Online,65,80,0.15,50,4470,1340,FALSE
ORD00018,2,45869,45872,CUST00018,Gold,POD57,Shea Lotion,Beauty,Skincare,ST17,Melbourne Retail - Footscray,Footscray,VIC,3011,Pick up,40,100,0.14,0,3440,1040,FALSE
ORD00018,3,45934,45939,CUST00053,Platinum,POD28,Socks (5-Pack),Apparel,Accessories,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,Online,20,150,0.12,50,2690,880,FALSE
ORD00018,4,46013,46016,CUST0005,Bronze,POD13,LED Light Bulb,Electronics,Smart Home,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,Pick up,18,300,0.05,0,5130,1890,FALSE
ORD00019,1,45588,45593,CUST00020,Silver,POD40,LED Desk Lamp,Home & Living,Lighting,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,Pick up,60,80,0.08,0,4416,1536,FALSE
ORD00019,2,45477,45480,CUST000166,Gold,POD53,Eucalyptus Face Wash,Beauty,Skincare,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Online,38,110,0.11,50,3770.2,1252.2,FALSE
ORD00019,3,45745,45747,CUST00036,Silver,POD7,"Power Bank 10,000mAh",Electronics,Mobile Accessories,ST20,Melbourne Retail - Frankston,Frankston,VIC,3199,Pick up,60,80,0.1,0,4320,1440,TRUE
ORD00020,1,45484,45486,CUST000163,Silver,POD39,Mesh Office Chair,Home & Living,Furniture,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,In Store,200,25,0.12,0,4400,1400,FALSE
ORD00020,3,45899,45899,CUST000176,Gold,POD59,Hydrating Conditioner,Beauty,Hair Care,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,Online,35,100,0.11,50,3165,1055,FALSE
ORD00020,4,45991,45994,CUST000180,Gold,POD14,Wall Plug (2-Pack),Electronics,Smart Home,ST18,Melbourne Retail - Sunshine,Sunshine,VIC,3020,Pick up,22,200,0.05,0,4180,1540,FALSE
ORD00021,1,45782,45785,CUST000109,Bronze,POD33,Cotton Bedsheet Set,Home & Living,Bedding,ST17,Melbourne Retail - Footscray,Footscray,VIC,3011,Online,95,60,0.08,50,5294,1864,FALSE
ORD00021,2,45611,45611,CUST0006,Gold,POD63,Eau de Parfum,Beauty,Fragrance,ST13,Melbourne Retail - Preston,Preston,VIC,3072,Online,95,50,0.13,50,4182.5,1322.5,FALSE
ORD00021,3,45616,45621,CUST00066,Silver,POD34,Cotton Throw Blanket,Home & Living,Bedding,ST14,Melbourne Retail - Brunswick,Brunswick,VIC,3056,Online,60,70,0.08,50,3914,1384,FALSE
ORD00021,4,45363,45366,CUST00076,Platinum,POD57,Shea Lotion,Beauty,Skincare,ST20,Melbourne Retail - Frankston,Frankston,VIC,3199,Online,40,100,0.15,50,3450,1040,FALSE
ORD00022,1,45588,45593,CUST000157,Platinum,POD38,Oak Side Table,Home & Living,Furniture,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Pick up,150,30,0.09,0,4095,1395,FALSE
ORD00022,2,45836,45839,CUST000252,Bronze,POD14,Wall Plug (2-Pack),Electronics,Smart Home,ST11,Melbourne Retail - Box Hill,Box Hill,VIC,3128,In Store,22,200,0.1,0,3960,1320,FALSE
ORD00022,3,45651,45651,CUST000259,Bronze,POD42,Minimal Wall Clock,Home & Living,Home Decor,ST10,Melbourne Retail - Glen Waverley,Glen Waverley,VIC,3150,Online,45,90,0.09,50,3735.5,1295.5,FALSE
ORD00023,1,46022,46023,CUST000119,Silver,POD6,USB-C Charger,Electronics,Mobile Accessories,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,Online,35,120,0.07,50,3956,1426,FALSE
ORD00023,2,45401,45403,CUST000235,Gold,POD54,Repair Serum,Beauty,Serums & Treatments,ST5,Melbourne Retail - Fitzroy,Fitzroy,VIC,3065,In Store,65,80,0.07,0,4836,1716,FALSE
ORD00023,3,45879,45881,CUST00092,Silver,POD34,Cotton Throw Blanket,Home & Living,Bedding,ST4,Melbourne Retail - Carlton,Carlton,VIC,3053,Online,60,70,0.1,50,3830,1300,FALSE
ORD00023,4,45525,45528,CUST0007,Gold,POD37,5-Tier Bookshelf,Home & Living,Furniture,ST3,Melbourne Retail - Docklands,Docklands,VIC,3008,Online,180,25,0.09,50,4145,1435,FALSE
ORD00024,1,45898,45901,CUST00091,Bronze,POD43,Woven Storage Basket,Home & Living,Home Decor,ST3,Melbourne Retail - Docklands,Docklands,VIC,3008,Pick up,35,100,0.13,0,3045,945,FALSE
ORD00024,2,45306,45310,CUST000115,Platinum,POD53,Eucalyptus Face Wash,Beauty,Skincare,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Online,38,110,0.07,50,3937.4,1419.4,FALSE
ORD00024,3,45979,45980,CUST000131,Gold,POD8,Lightning Cable,Electronics,Mobile Accessories,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,In Store,25,150,0.14,0,3225,975,FALSE
ORD00024,4,45476,45477,CUST000209,Silver,POD62,Argan Oil,Beauty,Hair Care,ST10,Melbourne Retail - Glen Waverley,Glen Waverley,VIC,3150,Pick up,55,60,0.11,0,2937,957,FALSE
ORD00025,1,45741,45743,CUST00057,Silver,POD52,Face Cleanser,Beauty,Skincare,ST2,Melbourne Retail - Southbank,Southbank,VIC,3006,Pick up,35,120,0.09,0,3822,1302,FALSE
ORD00025,3,45429,45430,CUST000142,Gold,POD10,Clear Phone Case,Electronics,Mobile Accessories,ST4,Melbourne Retail - Carlton,Carlton,VIC,3053,Online,20,180,0.09,50,3326,1156,FALSE
ORD00025,4,45669,45673,CUST00050,Silver,POD54,Repair Serum,Beauty,Serums & Treatments,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,Pick up,65,80,0.11,0,4628,1508,FALSE
ORD00026,1,45937,45937,CUST000246,Platinum,POD26,Brown Belt,Apparel,Accessories,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,Online,35,100,0.1,50,3200,1090,FALSE
ORD00026,2,45834,45834,CUST00073,Platinum,POD65,Electric Toothbrush,Beauty,Personal Care,ST4,Melbourne Retail - Carlton,Carlton,VIC,3053,Online,80,70,0.05,50,5370,2000,FALSE
ORD00026,3,45622,45627,CUST000128,Silver,POD28,Socks (5-Pack),Apparel,Accessories,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,In Store,20,150,0.14,0,2580,780,FALSE
ORD00026,4,45900,45901,CUST00038,Gold,POD64,Roll-On Deodorant,Beauty,Personal Care,ST13,Melbourne Retail - Preston,Preston,VIC,3072,Online,25,100,0.1,50,2300,790,FALSE
ORD00027,1,45412,45412,CUST000149,Bronze,POD52,Face Cleanser,Beauty,Skincare,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,In Store,35,120,0.11,0,3738,1218,FALSE
ORD00027,2,45310,45313,CUST000236,Gold,POD27,Classic Cap,Apparel,Accessories,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,In Store,25,120,0.12,0,2640,840,FALSE
ORD00027,3,45577,45579,CUST000136,Gold,POD9,Screen Protector,Electronics,Mobile Accessories,ST15,Melbourne Retail - St Kilda,St Kilda,VIC,3182,In Store,15,200,0.15,0,2550,750,FALSE
ORD00027,4,45796,45796,CUST00090,Bronze,POD56,Face Mask,Beauty,Skincare,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,In Store,25,130,0.11,0,2892.5,942.5,TRUE
ORD00028,1,45430,45434,CUST000245,Silver,POD17,Fleece Hoodie,Apparel,Tops,ST11,Melbourne Retail - Box Hill,Box Hill,VIC,3128,Pick up,60,90,0.12,0,4752,1512,FALSE
ORD00028,2,45830,45835,CUST00087,Silver,POD19,Chino Pants,Apparel,Bottoms,ST18,Melbourne Retail - Sunshine,Sunshine,VIC,3020,Online,65,75,0.12,50,4340,1405,FALSE
ORD00028,3,45594,45594,CUST000108,Silver,POD65,Electric Toothbrush,Beauty,Personal Care,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,In Store,80,70,0.13,0,4872,1512,FALSE
ORD00028,4,45777,45780,CUST000135,Bronze,POD9,Screen Protector,Electronics,Mobile Accessories,ST11,Melbourne Retail - Box Hill,Box Hill,VIC,3128,Pick up,15,200,0.05,0,2850,1050,FALSE
ORD00029,1,45583,45584,CUST00056,Platinum,POD2,Bluetooth Earbuds,Electronics,Audio Devices,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,In Store,90,60,0.13,0,4698,1458,FALSE
ORD00029,2,45353,45355,CUST000246,Silver,POD39,Mesh Office Chair,Home & Living,Furniture,ST8,Melbourne Retail - Hawthorn,Hawthorn,VIC,3122,In Store,200,25,0.09,0,4550,1550,FALSE
ORD00029,3,46017,46021,CUST000111,Platinum,POD13,LED Light Bulb,Electronics,Smart Home,ST2,Melbourne Retail - Southbank,Southbank,VIC,3006,Pick up,18,300,0.14,0,4644,1404,FALSE
ORD00029,4,45519,45524,CUST000119,Silver,POD50,Moisturiser – SPF30,Beauty,Skincare,ST11,Melbourne Retail - Box Hill,Box Hill,VIC,3128,Online,48,100,0.08,50,4466,1576,FALSE
ORD00030,1,45342,45347,CUST000110,Platinum,POD16,Cotton Crew T-Shirt,Apparel,Tops,ST10,Melbourne Retail - Glen Waverley,Glen Waverley,VIC,3150,Pick up,28,140,0.12,0,3449.6,1097.6,FALSE
ORD00030,2,45726,45730,CUST00057,Platinum,POD27,Classic Cap,Apparel,Accessories,ST5,Melbourne Retail - Fitzroy,Fitzroy,VIC,3065,Online,25,120,0.05,50,2900,1090,FALSE
ORD00030,3,45454,45455,CUST000177,Bronze,POD59,Hydrating Conditioner,Beauty,Hair Care,ST15,Melbourne Retail - St Kilda,St Kilda,VIC,3182,Online,35,100,0.08,50,3270,1160,FALSE
ORD00030,4,45479,45483,CUST000258,Silver,POD40,LED Desk Lamp,Home & Living,Lighting,ST17,Melbourne Retail - Footscray,Footscray,VIC,3011,In Store,60,80,0.14,0,4128,1248,FALSE
ORD00031,1,45432,45434,CUST000205,Gold,POD51,Moisturiser – SPF31,Beauty,Skincare,ST9,Melbourne Retail - Camberwell,Camberwell,VIC,3124,In Store,48,100,0.07,0,4464,1584,FALSE
ORD00031,2,45832,45836,CUST000169,Platinum,POD11,Wi-Fi Router,Electronics,Networking,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Pick up,160,25,0.08,0,3680,1280,FALSE
ORD00031,3,45749,45752,CUST000251,Bronze,POD65,Electric Toothbrush,Beauty,Personal Care,ST13,Melbourne Retail - Preston,Preston,VIC,3072,Pick up,80,70,0.12,0,4928,1568,FALSE
ORD00031,4,45864,45864,CUST000123,Silver,POD64,Roll-On Deodorant,Beauty,Personal Care,ST7,Melbourne Retail - Richmond,Richmond,VIC,3121,Online,25,100,0.15,50,2175,665,TRUE
ORD00032,1,45642,45643,CUST00031,Platinum,POD30,Non-Stick Frypan 28cm,Home & Living,Kitchen & Dining,ST11,Melbourne Retail - Box Hill,Box Hill,VIC,3128,Online,55,80,0.12,50,3922,1272,FALSE
ORD00032,2,46013,46013,CUST000260,Silver,POD57,Shea Lotion,Beauty,Skincare,ST19,Melbourne Retail - Dandenong,Dandenong,VIC,3175,In Store,40,100,0.08,0,3680,1280,FALSE
ORD00032,3,45836,45839,CUST00010,Gold,POD27,Classic Cap,Apparel,Accessories,ST4,Melbourne Retail - Carlton,Carlton,VIC,3053,In Store,25,120,0.11,0,2670,870,FALSE
ORD00032,4,45513,45513,CUST00056,Gold,POD12,Wi-Fi Range Extender,Electronics,Networking,ST16,Melbourne Retail - South Yarra,South Yarra,VIC,3141,Online,95,40,0.15,50,3280,990,FALSE
ORD00033,1,45490,45494,CUST000261,Platinum,POD30,Non-Stick Frypan 28cm,Home & Living,Kitchen & Dining,ST1,Melbourne Retail - Melbourne CBD,Melbourne CBD,VIC,3000,In Store,55,80,0.11,0,3916,1276,FALSE
ORD00033,2,45657,45658,CUST000220,Bronze,POD12,Wi-Fi Range Extender,Electronics,Networking,ST6,Melbourne Retail - Collingwood,Collingwood,VIC,3066,In Store,95,40,0.08,0,3496,1216,FALSE
ORD00033,3,45461,45466,CUST000108,Gold,POD41,Arc Floor Lamp,Home & Living,Lighting,ST18,Melbourne Retail - Sunshine,Sunshine,VIC,3020,Pick up,130,40,0.12,0,4576,1456,FALSE
ORD00033,4,45493,45493,CUST000135,Bronze,POD47,Reed Diffuser – Citrus,Home & Living,Fragrance,ST2,Melbourne Retail - Southbank,Southbank,VIC,3006,Pick up,30,100,0.06,0,2820,1020,FALSE
